date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:10:59	2572/2572	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:10:57%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Flife-over-easy%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed947a	(from http://video.sproutfund.org/life-over-easy/)
13:10:59	2572/2572	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:10:57%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Flifes-work%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed0cd3	(from http://video.sproutfund.org/lifes-work/)
13:11:00	2430/2430	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:17:23%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fmagic-woods%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embedd89e.json	(from http://video.sproutfund.org/magic-woods/)
13:11:00	2752/2752	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:10:58%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Flost-community-of-pittsburghs-east-end%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embede471	(from http://video.sproutfund.org/lost-community-of-pittsburghs-east-end/)
13:11:01	2402/2402	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:17:24%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fmartians%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embedc726.json	(from http://video.sproutfund.org/martians/)
13:11:01	2566/2566	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:10:59%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fmagic-woods%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed5c82	(from http://video.sproutfund.org/magic-woods/)
13:11:01	2419/2419	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:17:26%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fongoing-box%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embedd873.json	(from http://video.sproutfund.org/ongoing-box/)
13:11:01	2538/2538	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:10:59%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fmartians%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed6ff9	(from http://video.sproutfund.org/martians/)
13:11:02	2425/2425	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:17:27%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fopera-nat%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed8f4d.json	(from http://video.sproutfund.org/opera-nat/)
13:11:02	2555/2555	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:00%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fongoing-box%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embedc8f6	(from http://video.sproutfund.org/ongoing-box/)
13:11:02	2472/2472	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:17:28%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fpeople-of-pittsburgh%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed016f.json	(from http://video.sproutfund.org/people-of-pittsburgh/)
13:11:03	2567/2567	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:00%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fopera-nat%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embedb540	(from http://video.sproutfund.org/opera-nat/)
13:11:03	2400/2400	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:17:30%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Frestroom%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed0e34.json	(from http://video.sproutfund.org/restroom/)
13:11:03	2608/2608	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:01%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fpeople-of-pittsburgh%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed31d2	(from http://video.sproutfund.org/people-of-pittsburgh/)
13:11:04	2536/2536	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:02%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Frestroom%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed1827	(from http://video.sproutfund.org/restroom/)
13:11:04	2443/2443	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:17:31%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Frobert-qualters%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed4f9d.json	(from http://video.sproutfund.org/robert-qualters/)
13:11:04	2553/2553	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:17:33%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Frock-salt-eating-the-neighborhood%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embedad3f.json	(from http://video.sproutfund.org/rock-salt-eating-the-neighborhood/)
13:11:05	2579/2579	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:02%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Frobert-qualters%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed7c66	(from http://video.sproutfund.org/robert-qualters/)
13:11:05	2414/2414	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:17:34%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fsteel-town%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embedcef9.json	(from http://video.sproutfund.org/steel-town/)
13:11:05	2689/2689	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:03%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Frock-salt-eating-the-neighborhood%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embedab74	(from http://video.sproutfund.org/rock-salt-eating-the-neighborhood/)
13:11:05	2414/2414	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:17:35%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fstill-city%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed5817.json	(from http://video.sproutfund.org/still-city/)
13:11:06	2550/2550	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:04%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fsteel-town%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed076c	(from http://video.sproutfund.org/steel-town/)
13:11:06	2460/2460	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:17:37%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Ftale-of-two-cities%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed17a4.json	(from http://video.sproutfund.org/tale-of-two-cities/)
13:11:06	2550/2550	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:04%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fstill-city%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embedc385	(from http://video.sproutfund.org/still-city/)
13:11:07	2432/2432	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:17:38%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Ftar-baby-jane%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed24b5.json	(from http://video.sproutfund.org/tar-baby-jane/)
13:11:07	2596/2596	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:05%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Ftale-of-two-cities%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embedd872	(from http://video.sproutfund.org/tale-of-two-cities/)
13:11:07	2436/2436	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:17:39%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fuptown-stories%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embedb2af.json	(from http://video.sproutfund.org/uptown-stories/)
13:11:07	2568/2568	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:05%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Ftar-baby-jane%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed01da	(from http://video.sproutfund.org/tar-baby-jane/)
13:11:08	2571/2571	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:17:40%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fwhen-i-go-the-healing-power-of-music%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embedbb45.json	(from http://video.sproutfund.org/when-i-go-the-healing-power-of-music/)
13:11:08	2291/2291	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:16:46%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fabout-sprout%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed2c47.json	(from http://video.sproutfund.org/about-sprout/)
13:11:08	2572/2572	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:06%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fuptown-stories%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed5c88	(from http://video.sproutfund.org/uptown-stories/)
13:11:08	2707/2707	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:06%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fwhen-i-go-the-healing-power-of-music%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed4c98	(from http://video.sproutfund.org/when-i-go-the-healing-power-of-music/)
13:11:09	2403/2403	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:16:48%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Ffursonas%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed2ace.json	(from http://video.sproutfund.org/fursonas/)
13:11:09	2388/2388	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:07%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fabout-sprout%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed801a	(from http://video.sproutfund.org/about-sprout/)
13:11:10	2539/2539	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:08%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Ffursonas%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed0550	(from http://video.sproutfund.org/fursonas/)
13:11:10	2548/2548	U-----	200	untouched ('')	application/json	date:Sat,%2027%20May%202017%2016:16:50%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fgive-us-a-chance-pittsburgh-punk%2F	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed7700.json	(from http://video.sproutfund.org/give-us-a-chance-pittsburgh-punk/)
13:11:10	2684/2684	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2027%20May%202017%2017:11:08%20GMT	http://video.sproutfund.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvideo.sproutfund.org%2Fgive-us-a-chance-pittsburgh-punk%2F&format=xml	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/wp-json/oembed/1.0/embed9d9c	(from http://video.sproutfund.org/give-us-a-chance-pittsburgh-punk/)
13:11:11	94400/94400	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2027%20May%202017%2017:11:09%20GMT	http://video.sproutfund.org/browse/?orderby=title&order=asc	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/browse/indexdef9.html	(from http://video.sproutfund.org/browse/?orderby=title&order=desc)
13:11:12	94424/94424	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2027%20May%202017%2017:11:09%20GMT	http://video.sproutfund.org/browse/?orderby=views&order=desc	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/browse/index69be.html	(from http://video.sproutfund.org/browse/?orderby=views&order=asc)
13:11:13	94424/94424	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2027%20May%202017%2017:11:09%20GMT	http://video.sproutfund.org/browse/?orderby=likes&order=desc	D:/Backup/WinHTTrack/filmandvideo/video.sproutfund.org/browse/index99f9.html	(from http://video.sproutfund.org/browse/?orderby=likes&order=asc)
