date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:51:01	158372/158372	U-----	200	untouched ('')	image/jpeg	etag:%22432ec4e8fb73b61108e6038f9801f5e2%22	http://cloudfront.sproutfund.org/files/2014/10/fursonas-v1.jpg	D:/Backup/WinHTTrack/filmandvideo/files/2014/10/fursonas-v1.jpg	(from http://video.sproutfund.org/)
12:51:01	44540/44540	U-----	200	untouched ('')	image/jpeg	etag:%22010c6cf37568fb5c6c7e665e8930afb3%22	http://cloudfront.sproutfund.org/files/2014/10/give-us-a-chance-pittsburgh-punk1.jpg	D:/Backup/WinHTTrack/filmandvideo/files/2014/10/give-us-a-chance-pittsburgh-punk1.jpg	(from http://video.sproutfund.org/)
12:51:01	35469/35469	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2027%20May%202017%2016:50:59%20GMT	http://video.sproutfund.org/whats-your-favorite-thing-about-pittsburgh/	D:/Backup/WinHTTrack/filmandvideo/whats-your-favorite-thing-about-pittsburgh/index.html	(from http://video.sproutfund.org/)
12:51:01	327/327	---MC-	404	error ('Not%20Found')	application/xml	date:Sat,%2027%20May%202017%2016:50:58%20GMT	http://cloudfront.sproutfund.org/files/2014/10/Lost-Community-of-Pittsburghs-East-End.jpg	D:/Backup/WinHTTrack/filmandvideo/files/2014/10/Lost-Community-of-Pittsburghs-East-End.6.delayed	(from http://video.sproutfund.org/browse/)
12:51:01	219406/219406	U-----	200	untouched ('')	image/jpeg	etag:%22472315b1a107755ace81d097ee15746d%22	http://cloudfront.sproutfund.org/files/2014/10/dot.jpg	D:/Backup/WinHTTrack/filmandvideo/files/2014/10/dot.jpg	(from http://video.sproutfund.org/)
12:51:01	53022/53022	U-----	200	untouched ('')	image/jpeg	etag:%223a247f809fdc98d564f6d4c6eb035e9b%22	http://cloudfront.sproutfund.org/files/2014/10/gas-rush-stories11.jpg	D:/Backup/WinHTTrack/filmandvideo/files/2014/10/gas-rush-stories11.jpg	(from http://video.sproutfund.org/)
12:51:01	262771/262771	U-----	200	untouched ('')	image/jpeg	etag:%22dae3b20b601d8af23b0da635b67eb3ea%22	http://cloudfront.sproutfund.org/files/2014/10/granada-refrain.jpg	D:/Backup/WinHTTrack/filmandvideo/files/2014/10/granada-refrain.jpg	(from http://video.sproutfund.org/)
12:51:01	48287/48287	U-----	200	untouched ('')	image/jpeg	etag:%22afef8b1ac97c2503df15861dca694093%22	http://cloudfront.sproutfund.org/files/2014/10/kill-the-artist1.jpg	D:/Backup/WinHTTrack/filmandvideo/files/2014/10/kill-the-artist1.jpg	(from http://video.sproutfund.org/)
12:51:02	672729/672729	U-----	200	untouched ('')	image/jpeg	etag:%22794b8bd49a3eed36a23ede4071c2d596%22	http://cloudfront.sproutfund.org/files/2014/10/whats-your-favorite-thing-about-pittsburgh4.jpg	D:/Backup/WinHTTrack/filmandvideo/files/2014/10/whats-your-favorite-thing-about-pittsburgh4.jpg	(from http://video.sproutfund.org/)
12:51:02	612195/612195	U-----	200	untouched ('')	image/jpeg	etag:%2266daf40fc5c51acd834bdbaa62193d43%22	http://cloudfront.sproutfund.org/files/2014/10/madame-presidenta-why-not-us.jpg	D:/Backup/WinHTTrack/filmandvideo/files/2014/10/madame-presidenta-why-not-us.jpg	(from http://video.sproutfund.org/)
12:51:02	7994/7994	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%22581acdd2-1f3a%22	http://video.sproutfund.org/wp-includes/js/imagesloaded.min.js	D:/Backup/WinHTTrack/filmandvideo/wp-includes/js/imagesloaded.min.js	(from http://video.sproutfund.org/)
12:51:02	28954/28954	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%225772c67f-711a%22	http://video.sproutfund.org/wp-includes/js/masonry.min.js	D:/Backup/WinHTTrack/filmandvideo/wp-includes/js/masonry.min.js	(from http://video.sproutfund.org/)
12:51:02	1819/1819	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2257b604a2-71b%22	http://video.sproutfund.org/wp-includes/js/jquery/jquery.masonry.min.js	D:/Backup/WinHTTrack/filmandvideo/wp-includes/js/jquery/jquery.masonry.min.js	(from http://video.sproutfund.org/)
12:51:02	3816/3816	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2258cab017-ee8%22	http://video.sproutfund.org/wp-content/themes/detube-1.4.7_sproutvideo_2013-11/js/jquery.fitvids.js	D:/Backup/WinHTTrack/filmandvideo/wp-content/themes/detube-1.4.7_sproutvideo_2013-11/js/jquery.fitvids.js	(from http://video.sproutfund.org/)
12:51:03	10728/10728	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2258cab017-29e8%22	http://video.sproutfund.org/wp-content/themes/detube-1.4.7_sproutvideo_2013-11/js/theme.js	D:/Backup/WinHTTrack/filmandvideo/wp-content/themes/detube-1.4.7_sproutvideo_2013-11/js/theme.js	(from http://video.sproutfund.org/)
